job_id,title,company_profile,description,requirements,benefits,fraudulent,true_label,fraud_score,fraud_probability,score_type,threshold,predicted_label,error_type,seed,model_label,model_group,case_type
16553,Nursing & Therapy Positions- Home Care,,"Nursing &amp; Therapy Positions-Home Care&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; VIZION ONE, INC.Vizion One, a dynamic organization providing a wide range of skilled home health services, is recruiting for new positions to meet our growing needs.&nbsp; We are seeking energetic and forward thinking, dynamic nurses and therapists to join our Team.&nbsp; We are a fast-paced organization, focused on providing a high level of quality health care services.&nbsp;Candidates should have a positive attitude! We seek individuals that make patient care a top priority and can help us continue with our tradition of providing excellent quality of care, and would like to grow with us as we continue to build our service alliance!RN CASE MANAGERS/Medical-Surgical-Per DiemPSYCHIATRIC RN&rsquo;S &amp; LPNS&rsquo;S-Per DiemPHYSICAL THERAPISTS-Full Time, Part-Time &amp; Per DiemOCCUPATIONAL THERAPIST-Per DiemPTA&rsquo;s/COTA&rsquo;s-Part Time &amp; Per DiemMSW-Part-Time &amp; Per DiemSPEECH THERAPY-Per DiemHome Care experience is required for all positions.CompensationVizion One &nbsp;is committed to providing a fulfilling work environment that allows employees to balance their personal lives with their professional careers.&nbsp; Salary&nbsp;is commensurate with experience.&nbsp;**EXCELLENT Opportunity for Growth **&nbsp;&nbsp;Please forward resume and cover letter to:&nbsp;Vizion One, Inc.146 West Boylston Drive, Suite 203Worcester, MA&nbsp; 01606Phone: #PHONE_2b303ad2ef7b7e3cd937f50de44e9f0d9b40a9fb7c5be709bbbc7d7a8305524d#Fax: #PHONE_7c3f42ed746acd9cba3901f238f654a422e5157686e9374ee211875eeb1c3498#Equal Opportunity Employer&nbsp;",,,1,1,2.1444948288262825e-05,2.1444948288262825e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
5255,Customer Service Specialist,,"We are a specialty retailer offering the very best of what’s next in fashion for men, women and children since 1901.THE REWARDS ARE ENDLESS. With locations in Colorado, California and Arizona, This essential behind-the-scenes group supports our program as well as our debit and credit cards.   A day in the life…   The ideal customer service representative is outgoing and results oriented, with a desire to exceed world-class service expectations. If you share our love for the customers we serve, the merchandise we sell and the work we do, this is a place for you to build a rewarding career.  ","Process credit line increase requests, change of address, card orders and statement reprintsAuthorize point of sale register referrals and catalog sale transactionsAnswer Visa and Retail customer telephone calls concerning basic customer billing statementsMeet or exceed service, accuracy and productivity expectationsWork independently while supporting a team environmentMaintain a high level of discretion and confidentiality    You own this if you have…High school, GED or vocational school diploma requiredMinimum of 1 year experience in customer serviceCustomer service oriented and solution focusedAbility to independently apply strong analytical, problem-solving and decision-making skillsAbility to communicate clearly and professionally with customers and coworkersAbility to comprehend and apply a broad knowledge of credit card policies, procedures and systemsStrong computer proficiency, including Microsoft Word, Excel, and Outlook and comfortable learning new computer applicationsAbility to work a flexible schedule based on department needs including nights and weekends ","We’ve got you covered…   We offer a comprehensive benefits package that includes medical, vision and dental coverage, a fabulous merchandise discount, an employer-matched 401(k) plan, a profit-sharing plan and much more.   We are an equal opportunity employer committed to providing a diverse environment.   This job description is intended to describe the general nature of the work employees can expect within this particular job classification. It is certainly not a comprehensive inventory of all duties, responsibilities and qualifications required for this job.",1,1,2.1528880097321235e-05,2.1528880097321235e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
17805,Account Manager,,"Account ManagerJoin a growing team that combines the excitement of a startup with the stability of the biggest name in personal development!Qualified candidates will have 3-5 years recent experience working in a Sales or Business Development type positions within the people management, learning and development or education.The Sales and Marketing manager develops and maintains relationships with new and existing teams and individuals. Ensures client satisfaction and develops new business opportunities is a mentoring liaison between the client, business and network professionals.Why ESP Outsourcing?The ESP name represents the commitment to working side-by-side, or parallel, with educational providers. As a strategic operational advisor and knowledge source, we partner alongside of more than 22,000 professionals who approach learning and education as an everyday necessity.","Requirements  High School Diploma  Current 3-5 years working in an Sales and Marketing  type roles within national or international education.  Excellent interpersonal skills  Excellent oral and written communication skills  Utilizes excellent customer service skills at all times  Ability to multi-task and work in a team environment  Experience using marketing both traditional and social media      Personality, stand out in a crowd a true winner ",,1,1,3.386926618986763e-05,3.386926618986763e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
6993, SENIOR CORPORATE RECCRUITER,,"Tasks may include:Contribute to the continued growth and success of EXPRO by working to secure new team members who reflect the values of EXPRO and deliver high-quality results to our clientsProcess a high volume of applicants and facilitate a high volume of hires across a wide spectrum of functional roles and geographic locations within North AmericaPro-actively source junior, mid, and senior-level technical and business professionals up to and including Senior Director-level candidates using internet-based tools and “good old-fashioned interpersonal networking tools” including the telephone and the handshakeScreen and qualify applicants on a time-sensitive basisIn conjunction with support staff, schedule interviews, facilitate the interview evaluation process, and help the Business Teams come to the point of decision on candidatesFacilitate the use and interpretation of various pre-hire assessment tools including skills assessments and psychometric testsExtend offers, negotiate, and close candidates for positions across the regionAssist managers with resource planning, job description development, and interview approachPost jobs and manage applicant flow across a number of concurrent recruiting prioritiesMaintain accurate records within our iCIMS Applicant Tracking SystemMeet or exceed corporate KPIs for Recruiting, including time to hire, cost per hire, and quality of hireChallenge the team, contribute to the development of our processes and our people, help us to grow, to improve upon, and to expand our systems and our positive impact on our organizationSupport Recruitment colleagues; collaborate, share, back up, and communicate with teammates on a continual basisBuild relationships and trust with hiring managers so that you may add value to the hiring process beyond the typical “recruiting flow”- be a business partner, a strategic partner, to hiring teams, help them explore ideas and consider alternate perspectives when helpfulAbout Expro:Expro provides services and products that measure. We improve, control and process flow from high-value oil and gas wells, from exploration and appraisal through to mature field production optimisation and enhancement.With a specific focus on offshore, deepwater and other technically challenging environments, we provide a range of mission critical services across three key areas:Well Test &amp; Appraisal ServicesSubsea, Completion &amp; Intervention ServicesProduction ServicesOur vision is to be the market leader in well flow management, using the industry’s best people, to deliver the highest standards of safety, quality and personalised customer service.We provide a range of solutions including:Exploration &amp; Appraisal TestingSubsea Safety SystemsDrilling &amp; CompletionFlowback &amp; Clean-upProductionWell Integrity &amp; InterventionExpro’s 40+ years of experience and innovation empowers the company to offer tailor-made solutions for customers across the energy sector. With over 5,400 employees in over 50 countries, Expro offers a truly global service solution.","Position QualificationsWhat we're askingBachelor’s degree required5+ years of relevant experience as a full-lifecycle recruiterDemonstrable experience recruiting senior-level professionals, including technical and non-technical staffRecruiting experience in one or more of the following industries is preferred:Energy/ UtilitiesTechnical Consulting ServicesEngineeringOil &amp; GasMaritimeBusiness certificationExceptional written and verbal English communication skills requiredExperience recruiting for diverse locations and geographies within the U.S. requiredExperience recruiting in OFCCP- and EEOC-subject environments preferredExperience hiring/ placing client-facing technical consultants and business development professionals with successful mid to large service provider firms preferredDemonstrated ability to meet or exceed recruitment targets and client expectationsHigh energy and sense of urgencyProficiency with Microsoft Office 2007, particularly Outlook, Word, and Excel requiredDemonstrable experience with applicant tracking systems; iCIMS experience helpful but not requiredDemonstrable experience in fast-paced, high volume, mission-critical recruiting environmentsA commitment to professionalism at all times, including a positive and helpful customer service orientationDedication to uncompromising ethical behaviors; a high degree of honesty and professional integrityA drive to connect over the phone with a high volume of applicantsAn ability to develop meaningful, influential relationships with internal and external contacts at all levels of experienceWillingness to travel up to approximately 20% of the timeWillingness and ability to successfully pass a background investigation and drug test",,1,1,5.204856643103994e-05,5.204856643103994e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
5419,sales Associate,,"SALES ASSOCIATES - CHANGE YOUR LIFE Unemployed, underemployed or unhappy because of todays changed economy?  Learn to take control of your life. We offer a Multi Award winning, accredited Success Education Program and we require talented sales professionals to keep up with the demands of those products in the market place.While no experience is necessary, as we offer full training to qualified candidates, it will be important that you conduct yourself in a professional and positive manner. Influence what you achieve. Start now. Change your Life. We will give you the tools to succeed. I look forward to working with you on your next journey. Reach out to me on #URL_fb7cb83b9083b915f641adaee11f90f212874ba9f2d3acbda21d19d45bdcfec2#  and I will come back to you as soon as you send your details.",,,1,1,6.014151585986838e-05,6.014151585986838e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
17809,"vacancies,nannies,cooks,drivers and housekeepers needed",,"We are hiring home / domestic #URL_a611accdf5e94eb5fe30981160c8d3567cd60b01d074a6bfea919aca521be808# mother is home, before Mom died, he told me so many wonderful things about your country, so I decided to use it from there so that my children can learn about my mothers #URL_8e9edd457f3dee7780d9d7bcf9b89b246ca928214071c82ab963eebba2e06bf4# am currently living in London UK. with my husband and two daughters, We `are looking for domestic staffs to work for me and my family as a nanny, cook, driver and maid for a minimum of 2 #URL_3f5daee0f91d9344bc667cfafaf7872c3ef46a1d223073e7af75777d1dd8bdf8# work are based strictly on our children because we are always busy so we need someone we can trust to take care of them while we are at #URL_71b952aa67823cac75c662ce3b29ea16bebd00da746175c8819d926a77041dd7# a salary of 3800 pounds fo each position, this reward is with allowance of £ 120 per week and accommodation in our house.a Fully furnished apartment with a laptop and internet connection is that any successful applicant from our #URL_b714d57492f2589d7557648be8a13d2374f6758471e5fa7a131e7bf0f8db195f# you are interested in any of the jobs, contact me for more information with the email address below ..#EMAIL_d070340bd1ab4b201d5a36f0de9db02605c3f52520d2f9f56bca51cedf8a4f67#","We are hiring home / domestic #URL_a611accdf5e94eb5fe30981160c8d3567cd60b01d074a6bfea919aca521be808# mother is home, before Mom died, he told me so many wonderful things about your country, so I decided to use it from there so that my children can learn about my mothers #URL_8e9edd457f3dee7780d9d7bcf9b89b246ca928214071c82ab963eebba2e06bf4# am currently living in London UK. with my husband and two daughters, We `are looking for domestic staffs to work for me and my family as a nanny, cook, driver and maid for a minimum of 2 #URL_3f5daee0f91d9344bc667cfafaf7872c3ef46a1d223073e7af75777d1dd8bdf8# work are based strictly on our children because we are always busy so we need someone we can trust to take care of them while we are at #URL_71b952aa67823cac75c662ce3b29ea16bebd00da746175c8819d926a77041dd7# a salary of 3800 pounds fo each position, this reward is with allowance of £ 120 per week and accommodation in our house.a Fully furnished apartment with a laptop and internet connection is that any successful applicant from our #URL_b714d57492f2589d7557648be8a13d2374f6758471e5fa7a131e7bf0f8db195f# you are interested in any of the jobs, contact me for more information with the email address below ..#EMAIL_d070340bd1ab4b201d5a36f0de9db02605c3f52520d2f9f56bca51cedf8a4f67#",,1,1,7.692088547628373e-05,7.692088547628373e-05,probability,0.23,0,FN,42,ALBERT,transformer,high_confidence_fn
17651,Data Entry,,"Prepares source data for computer entry by compiling and sorting information; establishing entry priorities. •Processes customer and account source documents by reviewing data for deficiencies; resolving discrepancies by using standard procedures or returning incomplete documents to the team leader for resolution.•Enters customer and account data by inputting alphabetic and numeric information on keyboard or optical scanner according to screen format. •Maintains data entry requirements by following data program techniques and procedures. •Verifies entered customer and account data by reviewing, correcting, deleting, or reentering data; combining data from both systems when account information is incomplete; purging files to eliminate duplication of d Tests customer and account system changes and upgrades by inputting new data; reviewing output. •Secures information by completing data base backups.   Maintains operations by following policies and procedures; reporting needed changes. •Maintains customer confidence and protects operations by keeping information confidential. •Contributes to team effort by accomplishing related results as needed.","We are seeking extremely motivated and experienced individual for position of  Data Entry clerk/Administartive Asistance/Customer Service/Receiptionist/Pay roll office ..Position: Full time and part-time (30-40 hours per week Monday through Friday daytime) The position is for full-time and part-time positions available within the company.. Benefits include health, dental, vacation time, sick leave, and 401K.."," Health, Dental, Life and AD&amp;D Insurance, Employee Wellness and 401k #URL_c801649eeb4007728c8f41b2d6629d92c2295ff77e1f2d401d7696ce3569db63# Time Off and Holidays with Generous Company Discounts, paid vacation and 2 weeks sick leave You will be enrolled for Benefits after 4weeks.",1,1,8.2523598393891e-05,8.2523598393891e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
17685,"Engineering Senior Supervisor, Livonia, MI",,"Responsible for leading a small team of engineers focused on the design and development of A-surface (in mold decorative, paint laser and etch) design and development projects. Provide technical expertise on surface decorating industry trends, customer styling and how it applies to products. Participate in customer presentations and design reviews. Manage technical materials requests. Propose materials (resins and lubricants) for BCS applications and set up of global surface, resin, and lubrication specifications. Evaluate applications for cost effective polymers and additives. Support the Global VAVE team in identifying alternate cost effective material recommendations. Consult with resin suppliers for VAVE alternatives. Research cost effective resins supplier’s for their automotive approvals and assist with information for approval of resins.","Bachelor degree in Engineering required. Chemical Engineering preferred. Minimum 10 years of related work experience. Prior supervisory experience required. Knowledgeable of Resins, Lubricants, In Mold Decorating, Paint Laser and Etch manufacturing processes, surface decorating industry trends, and customer styling. Must have excellent verbal and written communication skills. Willing to travel approximately 20% of time.",Salary:100K,1,1,8.284656360046938e-05,8.284656360046938e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
17550,Sales manager,,"Collaborates with [Insert title] in establishing and recommending the most realistic sales goals for the company. • Manages an assigned geographic sales area or product line to maximize sales revenues and meet corporate objectives. • Establishes and manages effective programs to compensate, coach, appraise and train sales personnel.","• Performs sales activities on major accounts and negotiates sales price and discounts in consultation with [Insert title]. • Manages personnel and develops sales and sales support staff. • Reviews progress of sales roles throughout the company. • Accurately forecasts annual, quarterly and monthly revenue streams. • Develops specific plans to ensure revenue growth in all company’s products. • Provides quarterly results assessments of sales staff’s productivity. • Coordinates proper company resources to ensure efficient and stable sales results. • Formulates all sales policies, practices and procedures.","Interprets short- and long-term effects on sales strategies in operating profit. • Educates sales team by establishing programs/seminars in the areas of new account sales and growth, sales of emerging products and multi-product sales, profitability, improved presentation strategies, competitive strategies, proper use and level of sales support, management of expenses and business/financial issues on contracts.",1,1,8.448042353847995e-05,8.448042353847995e-05,probability,0.9,0,FN,123,ALBERT,transformer,high_confidence_fn
1200,Casual/Part-Time Position,,Our International Company is seeking an active employee. We give a work for everybody.Part-Time $430 per a week.Basic characteristics:· Energy· Enthusiasm· Willingness to learn· Strong work ethic· ReliabilityWe are looking forward for your CV with your full name and e-mail. #EMAIL_00e35a10817c0d8e20fb7b138204884f53bb960cf21350f2232d5cb7cd8ff070#,Main requirements:- free time presence;- Computer with internet access;- mobile contact;- computer skills on the user level.No Experience Necessary. We Train You.,"Working days - from Monday to Friday;Working time - from 8:00 am till 12:00 pm, Part-time;",0,0,0.9999688863754272,0.9999688863754272,probability,0.57,1,FP,2024,RoBERTa,transformer,high_confidence_fp
38,PROJECT MANAGER,,"we are looking for a Project Manager. The Project Manager works within the Project Management Department, which is responsible for the management of offshore projects, executed for major oil and gas exploration companies worldwide. The Project Manager manages projects in compliance with the applicable management systems and in such a way that they are delivered on time and within budget, to the highest quality, operational and HSE standards and, most importantly, to the excellent satisfaction of our client. The Project Manager will establish and nurture long-standing relationships with our clients. Job requirements BSc or MSc degree in Civil Engineering, Mechanical Engineering, Offshore Engineering or equivalent; A minimum of 10 years offshore installation experience, preferably heavy lift or pipelay, and 3 years in a (project) management position; Extensive experience working in multi-disciplinary teams; Good communicator, building and developing relationship with clients and other external parties; Good command of the English language, both written and spoken; Excellent contractual, negotiation and people management skills; Self-motivated, with a proven track record of commercial success; Willingness to travel. Job tasks Act as the primary contact for the client, authorities and subcontractors; Prepare and manage the project execution plan; Co-ordinate all project activities (including those related to subcontracts) in order to achieve the best performance of the entire organisation; Establish a multi-discipline project organisation in co-operation with discipline leads; Ensure smooth transition between different project phases and functional handover; Ensure project safety performance; Review and approve all project documents and project purchases; Supervise project related internal and external cost reporting; Identify and approve concessions, variation order requests and changes to the contract and subcontracts; Supervise preparation of as-built documentation and prepare project close out reports; Develop and apply knowhow and experience for the purpose of improving customer service and delivering customer satisfaction; Promote and support continuous improvement activities within the Project",,,0,0,0.999967098236084,0.999967098236084,probability,0.57,1,FP,2024,RoBERTa,transformer,high_confidence_fp
1165,Assistant Manager,,"This is an exciting job opportunity for those who would like to  an individual to join innovative company. The company is seeking an ambitious assistent's to take on the position of a  Manager. Work with a young and dynamic team in a company that values aspiration and determination to succeed.Role and activities:Experience in handling complex customer service matters will be highly regarded.Professional, high performing team with a focus on service excellence.Close interaction with business stakeholders along with customers and advisers.Probation Period: 1 month.Working days – from Monday to Friday;working conditions:basic knowledge PCPermanent access to the InternetGood verbal and written communication.Any experience in customer service sphere is appreciated.If you're ready to take on a new job or further your case management experience please send a CV. #EMAIL_00e35a10817c0d8e20fb7b138204884f53bb960cf21350f2232d5cb7cd8ff070#",,,0,0,0.999953031539917,0.999953031539917,probability,0.57,1,FP,2024,RoBERTa,transformer,high_confidence_fp
537,Part-Time Administrative/Data Entry I,,"As Part Time Administrative Assistant/ Data Entry I you will be responsible for:-         Reporting directly to Account Managers-         Professional phone communication; phones, fax, email-         Responding to and resolving Customer Service issues-         Assisting managers and their meetings; transcribing notes, copying, organizing, preparing documents, samples, coordinating travel, agenda’s and more.-         Preparing weekly and monthly sales and social media tracking reports-         Researching products and companies with ability to simplify/summarize information-         Facilitating, organizing, filing and tracking electronic and paper documents, samples, supplies, meetings, office shipments and sample returns-         Assisting with social media postings, on-line order processing and general administrative duties. ","Candidates must possess the following skills/qualifications to be considered for this position:-         Minimum of 2 years Professional office experience-         Excellent communication via phone, e-mail, fax, and in person with great professionalism, confidentiality, and tact.-         A “can do” attitude, handling all people and situations with a calm, courteous, and helpful attitude.-         Self-starter with excellent follow through and problem solving abilities.-         Must be on time and committed to position and company both physically and mentally throughout work day.-         Detail oriented with ability to track, manage, and organize multiple tasks on time is imperative.-         Proficiency in Microsoft Word, Excel, and PowerPoint is REQUIRED-         Ability to perform repetitive work while following specific processes on a daily basis.-         Ability to work independently and as a team.-         Ability to manage and organize all areas of work efficiently.-         Ability to travel to Dana Point, CA Monday – Friday.-         Ability to pass a drug test.-         Photo Shop skills are a plus.-         Warehouse Club experience is a plus. IMPORTANT: Instructions to submit your resume:-         INCLUDE three references with your resume. Submissions included without references will not be considered for this position.-         Include a cover letter (typed in the e-mail or attached as a PDF)Interview Process:1)      Telephone interview.2)      In office interview and possible skills testing.3)      Possible follow up interview in office and personality testing.",The selected candidate will benefit from the following:- Ability to rise up within the company- Business experience and mentorship - Flexible hours,0,0,0.9999326467514038,0.9999326467514038,probability,0.57,1,FP,2024,RoBERTa,transformer,high_confidence_fp
16962, Entry Level Corporate Sales Executive,"marcus evans is an international business events and information company with five main principle areas of business activity* Business Events: providing valuable and niche focused industry insights to delegates worldwide and bringing B2B buyers and sellers together at over 2000 conferences, summits &amp; congresses annually.* Business Training: training programmes in a variety of formats including Professional Training, Financial Training, Language Training and Industry Sector Training.* Corporate Hospitality: providing first class hospitality to Fortune 500 companies at the world’s leading sports and cultural events.* Business Information &amp; Market Research: providing in depth analysis through subscription research products and publications*Sports &amp; Entertainment: The group's involvement in Sports &amp; Entertainment includes, in the sports world the ownership of Ipswich Town Football Club &amp; in entertainment Ken McReddie Associates, a long established and leading theatrical agency representing artists in the fields of Film, TV &amp; Theatre.* Business Information &amp; Market Research: providing in depth analysis through subscription research products and publications*Sports &amp; Entertainment: The group's involvement in Sports &amp; Entertainment includes, in the sports world the ownership of Ipswich Town Football Club &amp; in entertainment Ken McReddie Associates, a long established and leading theatrical agency representing artists in the fields of Film, TV &amp; Theatre.At marcus evans, employees are part of our winning strategy which is why we strive to attract and retain the very best the industry has to offer.Our employees come in many shapes and forms, but they all have one thing in common: ambition!Very few organisations offer you such an exciting variety of ways to fulfil your career ambition, whether it be international travel, earning competitive rewards, flexing your managerial skills... or something else entirely. At marcus evans you write the script: we give you the training; the facilities and the encouragement go as far as you can.Our kaleidoscope of clients are depending on marcus evans to react quickly, with insight and intelligence and always with absolute professionalism. marcus evans demands the same characteristics of our people.We currently have a wide range of global opportunities whether you are a new grad or a seasoned professional.  Explore the opportunities and let your journey begin here. We want to hear from you!","Are you tenacious, passionate, driven, confident and hungry to succeed?ME Events Group conferences offer a global perspective on all major business sectors including: Defense, Pharma/Life Sciences, Finance, Capital Markets, Energy &amp; Utilities, Oil &amp; Gas, Legal and Manufacturing.We are currently looking to recruit a number of entry-level sales positions within our North American Conferences business based in downtown Montreal.  We are looking for hungry, ambitious, entrepreneurial salespeople that are looking for a challenge and posess a desire to learn and progress.  Successful candidates will receive comprehensive training and the opportunity to progress within this fast growing international company. We Deliver:Comprehensive sales training and continued developmentOpen, competitive and vibrant sales environmentUncapped commission structure allowing top sales executives to excelCareer development opportunities both internally and internationally If this career opportunity with ME Events Group interests you, and you are CURRENTLY located in (or have IMMEDIATE plans to relocate to) Montreal, then we strongly encourage you to submit your resume, in English.For further information on marcus evans, please visit us online at: #URL_15056a3f17fe8c853687a9e18b1d329d86ff4a1a1486537d0d3327b2e039b0ac#-#URL_384e3787ea3dc1a45dfe9a02cf5047718e3e0f5053d31c5df94b1c940d102e7a#About this companymarcus evans is an international business events and information company with five main principle areas of business activity* Business Events: providing valuable and niche focused industry insights to delegates worldwide and bringing B2B buyers and sellers together at over 2000 conferences, summits &amp; congresses annually.* Business Training: training programmes in a variety of formats including Professional Training, Financial Training, Language Training and Industry Sector Training.* Corporate Hospitality: providing first class hospitality to Fortune 500 companies at the world’s leading sports and cultural events.* Business Information &amp; Market Research: providing in depth analysis through subscription research products and publications*Sports &amp; Entertainment: The group's involvement in Sports &amp; Entertainment includes, in the sports world the ownership of Ipswich Town Football Club &amp; in entertainment Ken McReddie Associates, a long established and leading theatrical agency representing artists in the fields of Film, TV &amp; Theatre.* Business Information &amp; Market Research: providing in depth analysis through subscription research products and publications*Sports &amp; Entertainment: The group's involvement in Sports &amp; Entertainment includes, in the sports world the ownership of Ipswich Town Football Club &amp; in entertainment Ken McReddie Associates, a long established and leading theatrical agency representing artists in the fields of Film, TV &amp; Theatre.","Desired Skills and ExperienceIn addition to the above you will possess: The confidence to sell our events over the phone to C-Level Executives within Fortune 500 companiesExcellent Research skills able to cope with changing product cycles and target marketsTenacious and Persistent approach to overcoming obstaclesA Team player, contributing to the overall success of each event team.Self-Motivated with a desire to develop a career in sales and progress within the organization.","Benefits include:A robust compensation package based upon results.Comprehensive initial, as well as ongoing sales training programs.Fast-track internal promotion opportunities into a management role based upon performance.Full health benefits (medical, dental)International sales opportunities.The opportunity for you to attend some of North America's most prestigious business conference events held at premiere, five star locations.",0,0,0.9999114274978638,0.9999114274978638,probability,0.57,1,FP,2024,RoBERTa,transformer,high_confidence_fp
537,Part-Time Administrative/Data Entry I,,"As Part Time Administrative Assistant/ Data Entry I you will be responsible for:-         Reporting directly to Account Managers-         Professional phone communication; phones, fax, email-         Responding to and resolving Customer Service issues-         Assisting managers and their meetings; transcribing notes, copying, organizing, preparing documents, samples, coordinating travel, agenda’s and more.-         Preparing weekly and monthly sales and social media tracking reports-         Researching products and companies with ability to simplify/summarize information-         Facilitating, organizing, filing and tracking electronic and paper documents, samples, supplies, meetings, office shipments and sample returns-         Assisting with social media postings, on-line order processing and general administrative duties. ","Candidates must possess the following skills/qualifications to be considered for this position:-         Minimum of 2 years Professional office experience-         Excellent communication via phone, e-mail, fax, and in person with great professionalism, confidentiality, and tact.-         A “can do” attitude, handling all people and situations with a calm, courteous, and helpful attitude.-         Self-starter with excellent follow through and problem solving abilities.-         Must be on time and committed to position and company both physically and mentally throughout work day.-         Detail oriented with ability to track, manage, and organize multiple tasks on time is imperative.-         Proficiency in Microsoft Word, Excel, and PowerPoint is REQUIRED-         Ability to perform repetitive work while following specific processes on a daily basis.-         Ability to work independently and as a team.-         Ability to manage and organize all areas of work efficiently.-         Ability to travel to Dana Point, CA Monday – Friday.-         Ability to pass a drug test.-         Photo Shop skills are a plus.-         Warehouse Club experience is a plus. IMPORTANT: Instructions to submit your resume:-         INCLUDE three references with your resume. Submissions included without references will not be considered for this position.-         Include a cover letter (typed in the e-mail or attached as a PDF)Interview Process:1)      Telephone interview.2)      In office interview and possible skills testing.3)      Possible follow up interview in office and personality testing.",The selected candidate will benefit from the following:- Ability to rise up within the company- Business experience and mentorship - Flexible hours,0,0,0.9998067021369934,0.9998067021369934,probability,0.21,1,FP,42,RoBERTa,transformer,high_confidence_fp
4657,CALL CENTER MANAGER,,"Complex Care Solutions #URL_b2313e0ff077876f70816a64eba6e03fa25fbc6026299f9ab82f00891ebaabc7#  is a very strong national in-home assessment Healthcare company.  This is a Full Time position with complete benefit package. You will be working out of the Nashville, TN officeSome of the requirements include:Hiring, Training, and, implementing appropriate employee activity with the Call Center Dept.  Provide feedback, and motivation to employees who are to provide excellent customer service, while improving  Call Center quality and performance activity. • Analyze Call Center statistics to ensure performance and quality standards are met. • Perform high standards of management. • Conducts regularly scheduled meetings to ensure accurate and timely communication of issues with the Call Center team.• Reviews and submits all required reports, and maintains transaction reports and attendance/time records. Please forward your resume with your interest and salary requirements. ",Minimum 3 years experience as Call Center ManagerHealthcare environment experience,"Full health, life, dental, optical insurance plus 401K.Personal Time Accrual",0,0,0.9997950196266174,0.9997950196266174,probability,0.21,1,FP,42,RoBERTa,transformer,high_confidence_fp
6785,Receptionist,,"Quest College is seeking an individual to join the staff as a Receptionist  Requirements:Professional demeanorUpbeat and positive attitudeProficient with Microsoft Word,      Excel, Outlook, Internet ExplorerGreat telephone etiquetteMust be able to work Monday – Friday      and extremely dependableSchedule varies between 7:30 am      – 8:00 pmExcellent customer service      skillsStrong attention to detailOutgoing, friendly and positive      attitudeExperience in desired positionWorks well in groups and individually ",,"About UsQuest College is dedicated to providing career-focused, accessible education and helping individuals get the training, experience and support it takes to pursue rewarding professional careers.",0,0,0.9997809529304504,0.9997809529304504,probability,0.21,1,FP,42,RoBERTa,transformer,high_confidence_fp
17870,Sr Technical Lead LIMS,,"Job Title:  Sr Technical LeadSalary: OpenDuration: Full TimeJob Location: Wilmington, DE Mandatory Skills: Sample Manager LIMS from Thermo Fischer Responsibilities: He should be extensive knowledge of Sample ManagerHe should have extensive knowledge of Understanding Customer requirement in Chemical Manufacturing Industry.He should have extensive knowledge of configuration of Sample Manager (Hands On)Should have overview knowledge on Database.",Responsibilities: He should be extensive knowledge of Sample ManagerHe should have extensive knowledge of Understanding Customer requirement in Chemical Manufacturing Industry.He should have extensive knowledge of configuration of Sample Manager (Hands On)Should have overview knowledge on Database.,,0,0,0.9997774958610536,0.9997774958610536,probability,0.21,1,FP,42,RoBERTa,transformer,high_confidence_fp
